from,to,length
808,4257,39.082
4257,808,39.082
4257,4256,57.571
4256,4257,57.571
4256,4694,23.118
4694,4256,23.118
4694,12922,15.614
12922,4694,15.614
12922,4255,10.154
4255,12922,10.154
4255,4254,49.615
4254,4255,49.615
4254,4253,51.458
4253,4254,51.458
4253,4693,22.211
4693,4253,22.211
4693,4252,35.354
4252,4693,35.354
4252,11947,32.975
11947,4252,32.975
11947,10049,29.997
10049,11947,29.997
10049,11935,25.594
11935,10049,25.594
11935,762,33.955
762,11935,33.955
773,1857,10.408
1857,773,10.408
1857,6121,58.456
6121,1857,58.456
6121,1466,40.898
1466,6121,40.898
1466,1413,101.192
1413,1466,101.192
1206,3214,1.295
3214,1206,1.295
3214,6866,5.373
6866,3214,5.373
6866,11894,75.249
11894,6866,75.249
11894,11893,31.774
11893,11894,31.774
11893,11895,7.560
11895,11893,7.560
11895,4259,6.719
4259,11895,6.719
4259,11896,6.013
11896,4259,6.013
11896,11897,6.957
11897,11896,6.957
11897,671,19.240
671,11897,19.240
267,10157,8.486
10157,267,8.486
10157,6591,71.193
6591,10157,71.193
6591,10524,20.443
10524,6591,20.443
10524,7590,19.132
7590,10524,19.132
7590,2168,2.320
2168,7590,2.320
2168,2188,40.570
2188,2168,40.570
2188,2099,23.394
2099,2188,23.394
2099,11570,1.981
11570,2099,1.981
11570,2101,7.317
2101,11570,7.317
4887,8223,1.915
8223,4887,1.915
8223,8224,1.282
8224,8223,1.282
8224,3165,1.258
3165,8224,1.258
3165,8226,1.921
8226,3165,1.921
8226,8225,0.908
8225,8226,0.908
8225,4269,3.701
4269,8225,3.701
4269,7250,4.802
7250,4269,4.802
7250,2326,16.767
2326,7250,16.767
721,3120,74.721
3120,721,74.721
3120,2819,5.369
2819,3120,5.369
2819,10020,6.664
10020,2819,6.664
10020,9594,0.089
9594,10020,0.089
9594,9593,3.592
9593,9594,3.592
9593,3176,0.323
3176,9593,0.323
3176,10901,3.573
10901,3176,3.573
10901,2837,4.040
2837,10901,4.040
2837,10149,4.637
10149,2837,4.637
2113,3149,4.087
3149,2113,4.087
3149,10945,3.299
10945,3149,3.299
10945,4891,3.406
4891,10945,3.406
4891,5071,2.759
5071,4891,2.759
5071,4268,1.658
4268,5071,1.658
4268,10946,1.866
10946,4268,1.866
10946,10947,2.433
10947,10946,2.433
10947,10948,2.112
10948,10947,2.112
10948,2049,13.173
2049,10948,13.173
1705,7118,83.506
7118,1705,83.506
7118,3136,3.836
3136,7118,3.836
3136,2114,2.722
2114,3136,2.722
2114,735,6.993
735,2114,6.993
270,620,13.799
620,270,13.799
620,2668,11.048
2668,620,11.048
2668,8827,2.294
8827,2668,2.294
8827,8826,2.793
8826,8827,2.793
8826,6160,18.881
6160,8826,18.881
6160,3658,55.696
3658,6160,55.696
3658,6168,5.263
6168,3658,5.263
6168,740,5.500
740,6168,5.500
7,5397,45.655
5397,7,45.655
5397,1603,8.797
1603,5397,8.797
269,5961,78.340
5961,269,78.340
5961,5965,41.046
5965,5961,41.046
8406,11692,3.779
11692,8406,3.779
11692,9750,2.972
9750,11692,2.972
9750,6910,76.834
6910,9750,76.834
6910,6906,3.128
6906,6910,3.128
6906,9756,40.663
9756,6906,40.663
9756,791,3.649
791,9756,3.649
791,9757,6.266
9757,791,6.266
9757,9117,71.859
9117,9757,71.859
9117,12143,36.458
12143,9117,36.458
9781,12354,6.525
12354,9781,6.525
12354,1415,35.791
1415,12354,35.791
611,9781,35.321
9781,611,35.321
9781,5249,32.278
5249,9781,32.278
5249,12355,28.391
12355,5249,28.391
12355,7532,4.527
7532,12355,4.527
7532,231,6.551
231,7532,6.551
9751,3501,133.398
3501,9751,133.398
3501,256,9.394
256,3501,9.394
256,3500,6.057
3500,256,6.057
3500,12344,45.071
12344,3500,45.071
12344,1415,69.964
1415,12344,69.964
1415,2198,34.958
2198,1415,34.958
2198,611,8.552
611,2198,8.552
169,7626,46.554
7626,169,46.554
7626,12168,73.544
12168,7626,73.544
1010,8285,6.408
8285,1010,6.408
8285,4855,2.529
4855,8285,2.529
4855,1881,4.261
1881,4855,4.261
1881,1687,12.586
1687,1881,12.586
1687,12161,18.861
12161,1687,18.861
476,898,10.415
898,476,10.415
482,11544,4.607
11544,482,4.607
11544,435,91.345
435,11544,91.345
435,3985,33.999
3985,435,33.999
3985,483,48.043
483,3985,48.043
989,988,58.814
988,989,58.814
504,2954,9.966
2954,504,9.966
2954,2938,89.913
2938,2954,89.913
2938,503,23.935
503,2938,23.935
734,11765,2.090
11765,734,2.090
11765,8120,1.677
8120,11765,1.677
8120,11764,1.881
11764,8120,1.881
11764,4275,1.717
4275,11764,1.717
4275,733,75.036
733,4275,75.036
844,4277,14.408
4277,844,14.408
4277,5115,27.974
5115,4277,27.974
5115,5343,81.509
5343,5115,81.509
5343,8508,6.261
8508,5343,6.261
8508,3561,70.385
3561,8508,70.385
3561,8515,3.872
8515,3561,3.872
8515,8514,11.332
8514,8515,11.332
8514,8517,28.611
8517,8514,28.611
8517,4276,25.668
4276,8517,25.668
4276,11612,1.933
11612,4276,1.933
11612,11613,1.710
11613,11612,1.710
11613,11614,2.131
11614,11613,2.131
11614,4732,2.605
4732,11614,2.605
4732,8507,1.788
8507,4732,1.788
8507,4731,2.060
4731,8507,2.060
4731,11615,1.900
11615,4731,1.900
11615,11616,1.888
11616,11615,1.888
11616,975,2.139
975,11616,2.139
1460,12821,3.337
12821,1460,3.337
12821,2831,1.582
2831,12821,1.582
2831,766,23.331
766,2831,23.331
766,2827,23.937
2827,766,23.937
2827,2834,18.402
2834,2827,18.402
2834,765,19.109
765,2834,19.109
765,764,11.675
764,765,11.675
11670,1899,82.264
1899,11670,82.264
1899,1882,27.040
1882,1899,27.040
1882,4279,32.759
4279,1882,32.759
4279,4278,26.098
4278,4279,26.098
4278,749,29.169
749,4278,29.169
11594,4788,3.470
4788,11594,3.470
4788,9915,1.573
9915,4788,1.573
9915,9950,10.943
9950,9915,10.943
9950,4283,7.531
4283,9950,7.531
4283,4284,25.939
4284,4283,25.939
4284,4285,37.654
4285,4284,37.654
4285,4286,54.692
4286,4285,54.692
4286,9951,175.346
9951,4286,175.346
9951,79,4.612
79,9951,4.612
4290,4153,2.159
4153,4290,2.159
4153,162,0.846
162,4153,0.846
162,4819,2.116
4819,162,2.116
4295,7198,4.734
7198,4295,4.734
7198,2990,2.376
2990,7198,2.376
2990,2963,6.706
2963,2990,6.706
2963,6449,0.698
6449,2963,0.698
6449,11921,2.058
11921,6449,2.058
11921,5639,2.510
5639,11921,2.510
5639,5638,2.422
5638,5639,2.422
5638,2497,8.431
2497,5638,8.431
4291,4293,12.735
4293,4291,12.735
4295,5567,11.462
5567,4295,11.462
5567,11331,48.421
11331,5567,48.421
11331,4292,3.462
4292,11331,3.462
382,3220,13.493
3220,382,13.493
3220,4295,15.026
4295,3220,15.026
4185,7072,48.698
7072,4185,48.698
7072,7071,41.158
7071,7072,41.158
4184,7073,90.149
7073,4184,90.149
4183,4181,16.519
4181,4183,16.519
4186,11330,6.146
11330,4186,6.146
11330,4289,6.227
4289,11330,6.227
4289,4291,13.163
4291,4289,13.163
4290,4288,13.585
4288,4290,13.585
393,4330,3.191
4330,393,3.191
4330,4333,8.348
4333,4330,8.348
4333,4335,6.422
4335,4333,6.422
4335,4337,6.481
4337,4335,6.481
4337,4338,2.511
4338,4337,2.511
4338,4340,3.900
4340,4338,3.900
4340,4341,3.003
4341,4340,3.003
4341,4343,3.026
4343,4341,3.026
4343,4344,3.258
4344,4343,3.258
4344,4346,3.474
4346,4344,3.474
4346,4347,3.027
4347,4346,3.027
4347,4349,3.111
4349,4347,3.111
4349,4350,3.191
4350,4349,3.191
4350,4352,3.428
4352,4350,3.428
4352,4353,2.993
4353,4352,2.993
4353,4355,3.587
4355,4353,3.587
4355,4357,3.730
4357,4355,3.730
4357,4358,2.435
4358,4357,2.435
4358,4360,3.516
4360,4358,3.516
4360,4361,3.806
4361,4360,3.806
4361,4362,3.904
4362,4361,3.904
4362,4364,1.789
4364,4362,1.789
4364,4366,3.338
4366,4364,3.338
4366,4367,4.104
4367,4366,4.104
4367,4369,4.382
4369,4367,4.382
4369,4371,4.242
4371,4369,4.242
4371,4373,3.645
4373,4371,3.645
4373,4375,5.313
4375,4373,5.313
4375,4377,5.588
4377,4375,5.588
4377,4379,17.679
4379,4377,17.679
4379,10627,8.738
10627,4379,8.738
10627,4381,11.878
4381,10627,11.878
4381,5123,8.297
5123,4381,8.297
5123,4383,14.754
4383,5123,14.754
4383,4385,21.517
4385,4383,21.517
4385,4387,4.468
4387,4385,4.468
4387,4389,5.851
4389,4387,5.851
4389,4390,4.928
4390,4389,4.928
4390,4392,4.457
4392,4390,4.457
4392,5122,3.735
5122,4392,3.735
5122,4394,1.054
4394,5122,1.054
4394,4396,5.866
4396,4394,5.866
4396,4398,4.215
4398,4396,4.215
4398,4400,4.103
4400,4398,4.103
4400,4402,4.590
4402,4400,4.590
4402,4404,4.562
4404,4402,4.562
4404,4406,4.201
4406,4404,4.201
4406,4407,3.972
4407,4406,3.972
4405,4403,4.390
4403,4405,4.390
4403,4401,4.265
4401,4403,4.265
4401,4399,3.889
4399,4401,3.889
4399,4397,4.011
4397,4399,4.011
4397,4395,5.695
4395,4397,5.695
4395,4393,4.569
4393,4395,4.569
4393,11651,4.635
11651,4393,4.635
11651,4391,3.184
4391,11651,3.184
4391,4388,6.455
4388,4391,6.455
4388,4386,5.719
4386,4388,5.719
4386,4384,20.447
4384,4386,20.447
4384,4382,20.088
4382,4384,20.088
4382,4380,24.898
4380,4382,24.898
4380,4378,12.308
4378,4380,12.308
4378,4376,6.211
4376,4378,6.211
4376,4374,6.115
4374,4376,6.115
4374,4372,5.722
4372,4374,5.722
4372,4370,5.665
4370,4372,5.665
4370,4368,5.979
4368,4370,5.979
4368,4365,6.095
4365,4368,6.095
4365,4363,6.185
4363,4365,6.185
4363,4359,5.837
4359,4363,5.837
4359,4356,6.194
4356,4359,6.194
4356,4354,5.383
4354,4356,5.383
4354,4351,6.190
4351,4354,6.190
4351,4348,5.940
4348,4351,5.940
4348,4345,6.174
4345,4348,6.174
4345,4342,6.110
4342,4345,6.110
4342,4339,5.873
4339,4342,5.873
4339,4336,6.011
4336,4339,6.011
4336,4334,5.863
4334,4336,5.863
4334,4332,5.791
4332,4334,5.791
4332,7021,6.317
7021,4332,6.317
7021,4331,2.948
4331,7021,2.948
4331,393,5.729
393,4331,5.729
4414,4416,9.416
4416,4414,9.416
4416,2302,17.935
2302,4416,17.935
2302,7033,28.509
7033,2302,28.509
7033,5231,28.643
5231,7033,28.643
4407,4409,5.473
4409,4407,5.473
4409,4410,5.404
4410,4409,5.404
4410,4411,5.586
4411,4410,5.586
4411,4412,5.296
4412,4411,5.296
4412,4414,5.723
4414,4412,5.723
1050,1051,28.013
1051,1050,28.013
1051,37,42.054
37,1051,42.054
1046,1045,10.347
1045,1046,10.347
1045,278,11.917
278,1045,11.917
278,3754,6.980
3754,278,6.980
3754,1008,8.149
1008,3754,8.149
1046,1047,21.148
1047,1046,21.148
1047,1017,9.202
1017,1047,9.202
2298,3575,6.933
3575,2298,6.933
3575,3576,2.710
3576,3575,2.710
3576,5232,8.277
5232,3576,8.277
1068,1402,151.968
1402,1068,151.968
1913,3545,3.057
3545,1913,3.057
1083,1084,35.745
1084,1083,35.745
1084,5561,10.076
5561,1084,10.076
5561,5562,19.714
5562,5561,19.714
5562,9031,21.788
9031,5562,21.788
9031,431,0.913
431,9031,0.913
425,426,19.532
426,425,19.532
426,427,7.186
427,426,7.186
427,12267,15.479
12267,427,15.479
430,6623,17.091
6623,430,17.091
6623,1090,25.411
1090,6623,25.411
1090,3522,11.637
3522,1090,11.637
3522,437,5.565
437,3522,5.565
1921,3920,28.375
3920,1921,28.375
3920,2623,13.436
2623,3920,13.436
2623,3629,50.170
3629,2623,50.170
3629,5702,7.163
5702,3629,7.163
5702,2039,9.537
2039,5702,9.537
1032,3830,133.759
3830,1032,133.759
3830,6921,11.246
6921,3830,11.246
6921,1035,37.732
1035,6921,37.732
12789,12793,9.983
12793,12789,9.983
12793,3745,4.467
3745,12793,4.467
3745,12253,20.447
12253,3745,20.447
1030,1396,10.102
1396,1030,10.102
1396,1093,33.724
1093,1396,33.724
1093,5980,10.515
5980,1093,10.515
5980,5981,12.826
5981,5980,12.826
5981,1094,10.633
1094,5981,10.633
1094,1404,14.495
1404,1094,14.495
431,5563,1.142
5563,431,1.142
5563,1102,24.514
1102,5563,24.514
400,6219,43.265
6219,400,43.265
6219,3520,17.766
3520,6219,17.766
3520,429,5.904
429,3520,5.904
322,2192,10.893
2192,322,10.893
2192,12246,17.891
12246,2192,17.891
428,2185,24.416
2185,428,24.416
2185,2186,27.130
2186,2185,27.130
2186,3883,7.548
3883,2186,7.548
3883,3882,6.078
3882,3883,6.078
3882,439,5.468
439,3882,5.468
439,3884,3.094
3884,439,3.094
3884,2852,7.084
2852,3884,7.084
2852,10466,17.034
10466,2852,17.034
10466,3885,5.228
3885,10466,5.228
3885,3886,6.950
3886,3885,6.950
3886,1088,3.968
1088,3886,3.968
412,12278,29.829
12278,412,29.829
1082,5491,31.383
5491,1082,31.383
5491,1081,8.181
1081,5491,8.181
1086,5618,15.594
5618,1086,15.594
5618,5617,5.026
5617,5618,5.026
5617,1080,3.679
1080,5617,3.679
275,12252,130.753
12252,275,130.753
1026,12626,30.604
12626,1026,30.604
1011,10318,4.697
10318,1011,4.697
10318,1012,1.635
1012,10318,1.635
1012,6681,7.630
6681,1012,7.630
6681,3556,17.860
3556,6681,17.860
3556,12171,10.900
12171,3556,10.900
393,4329,1.342
4329,393,1.342
4329,1401,12.957
1401,4329,12.957
1401,394,33.683
394,1401,33.683
937,9841,1.696
9841,937,1.696
9841,12512,42.337
12512,9841,42.337
4492,4497,23.231
4497,4492,23.231
4497,4498,7.226
4498,4497,7.226
4498,1268,7.459
1268,4498,7.459
1268,4500,7.387
4500,1268,7.387
4500,4499,7.832
4499,4500,7.832
4499,4496,12.692
4496,4499,12.692
4496,4495,12.847
4495,4496,12.847
4522,4519,23.101
4519,4522,23.101
4519,5678,3.549
5678,4519,3.549
5678,12389,3.629
12389,5678,3.629
12389,12395,0.371
12395,12389,0.371
12395,12388,1.961
12388,12395,1.961
12388,12393,0.716
12393,12388,0.716
12393,5677,2.113
5677,12393,2.113
5677,53,3.018
53,5677,3.018
4623,4624,10.457
4624,4623,10.457
4624,4625,12.962
4625,4624,12.962
4625,4626,12.853
4626,4625,12.853
4626,4627,12.217
4627,4626,12.217
4627,4628,11.912
4628,4627,11.912
4628,4629,32.706
4629,4628,32.706
4629,4630,6.763
4630,4629,6.763
4630,4631,16.501
4631,4630,16.501
4631,4632,16.195
4632,4631,16.195
4632,4633,15.840
4633,4632,15.840
4633,4634,16.101
4634,4633,16.101
4634,4635,16.545
4635,4634,16.545
4635,4636,16.629
4636,4635,16.629
4636,4637,15.433
4637,4636,15.433
4637,4638,17.261
4638,4637,17.261
4638,4639,15.967
4639,4638,15.967
4639,4640,15.375
4640,4639,15.375
4640,4641,30.627
4641,4640,30.627
4641,4642,17.079
4642,4641,17.079
4642,5098,3.857
5098,4642,3.857
5098,1214,4.243
1214,5098,4.243
1214,1215,15.739
1215,1214,15.739
336,3585,6.041
3585,336,6.041
3585,5510,12.345
5510,3585,12.345
5510,10030,56.871
10030,5510,56.871
10030,3053,7.163
3053,10030,7.163
3053,292,23.246
292,3053,23.246
292,2212,31.069
2212,292,31.069
2212,26,7.100
26,2212,7.100
974,818,72.308
818,974,72.308
4680,1132,12.859
1132,4680,12.859
83,1936,27.150
1936,83,27.150
1936,973,86.451
973,1936,86.451
973,974,68.781
974,973,68.781
974,1893,26.693
1893,974,26.693
1893,4680,47.994
4680,1893,47.994
4679,973,79.757
973,4679,79.757
268,2971,8.241
2971,268,8.241
2971,4688,85.017
4688,2971,85.017
4687,4950,40.968
4950,4687,40.968
4950,743,4.089
743,4950,4.089
1296,2738,26.587
2738,1296,26.587
2738,4681,37.434
4681,2738,37.434
4688,6580,19.615
6580,4688,19.615
6580,8464,21.130
8464,6580,21.130
8464,2873,11.437
2873,8464,11.437
2873,5216,128.646
5216,2873,128.646
5216,4689,9.935
4689,5216,9.935
4382,6508,3.918
6508,4382,3.918
6508,7568,9.420
7568,6508,9.420
7568,10473,7.689
10473,7568,7.689
10473,7026,10.662
7026,10473,10.662
7026,1048,27.678
1048,7026,27.678
4405,1374,4.688
1374,4405,4.688
3554,2172,5.824
2172,3554,5.824
2172,4698,23.340
4698,2172,23.340
4698,2171,36.554
2171,4698,36.554
2077,3935,16.654
3935,2077,16.654
3935,10,9.418
10,3935,9.418
2243,5536,18.846
5536,2243,18.846
5536,12963,1.270
12963,5536,1.270
1683,5531,13.954
5531,1683,13.954
5531,4845,10.415
4845,5531,10.415
4706,12732,3.690
12732,4706,3.690
12732,6680,2.376
6680,12732,2.376
6680,1845,53.455
1845,6680,53.455
1072,3511,3.042
3511,1072,3.042
3511,6102,83.663
6102,3511,83.663
6102,6106,36.469
6106,6102,36.469
6106,5637,43.074
5637,6106,43.074
5637,2678,70.889
2678,5637,70.889
737,2454,116.526
2454,737,116.526
2436,2566,3.297
2566,2436,3.297
2566,2565,3.749
2565,2566,3.749
2565,1666,3.045
1666,2565,3.045
1666,2354,4.866
2354,1666,4.866
2354,2380,18.364
2380,2354,18.364
138,3797,2.738
3797,138,2.738
3797,3796,2.737
3796,3797,2.737
3796,3794,2.739
3794,3796,2.739
3794,1726,2.741
1726,3794,2.741
1726,3792,2.737
3792,1726,2.737
3792,3790,2.729
3790,3792,2.729
3790,3788,2.740
3788,3790,2.740
3788,3787,2.741
3787,3788,2.741
3787,375,2.736
375,3787,2.736
375,3784,2.734
3784,375,2.734
3784,3783,2.738
3783,3784,2.738
3783,379,2.742
379,3783,2.742
379,3779,2.732
3779,379,2.732
3779,3778,2.743
3778,3779,2.743
3778,3777,2.734
3777,3778,2.734
3777,369,2.733
369,3777,2.733
369,3774,2.859
3774,369,2.859
3774,3772,2.855
3772,3774,2.855
3772,3770,2.846
3770,3772,2.846
3770,374,2.853
374,3770,2.853
374,3768,2.854
3768,374,2.854
3768,3766,2.850
3766,3768,2.850
3766,3764,2.854
3764,3766,2.854
3764,377,1.449
377,3764,1.449
377,3763,4.075
3763,377,4.075
3763,3765,2.675
3765,3763,2.675
3765,3767,2.678
3767,3765,2.678
3767,376,2.679
376,3767,2.679
376,3769,2.674
3769,376,2.674
3769,3771,2.683
3771,3769,2.683
3771,3773,2.679
3773,3771,2.679
3773,370,2.520
370,3773,2.520
519,9798,6.079
9798,519,6.079
9798,12585,4.545
12585,9798,4.545
520,3471,13.210
3471,520,13.210
3471,1361,37.009
1361,3471,37.009
1361,12536,61.901
12536,1361,61.901
1416,11424,31.807
11424,1416,31.807
11424,4714,95.187
4714,11424,95.187
4714,525,9.629
525,4714,9.629
50,3416,12.522
3416,50,12.522
3416,4720,17.070
4720,3416,17.070
4720,3417,81.994
3417,4720,81.994
3417,2235,31.364
2235,3417,31.364
2235,9207,22.896
9207,2235,22.896
9207,8178,4.559
8178,9207,4.559
8178,2765,1.696
2765,8178,1.696
2765,5817,32.048
5817,2765,32.048
209,9421,7.735
9421,209,7.735
9421,5954,21.199
5954,9421,21.199
5954,333,24.424
333,5954,24.424
333,2986,33.834
2986,333,33.834
2986,2984,5.986
2984,2986,5.986
2984,1430,8.601
1430,2984,8.601
1430,1747,5.247
1747,1430,5.247
1747,7099,12.092
7099,1747,12.092
7099,7100,12.241
7100,7099,12.241
7100,7101,12.447
7101,7100,12.447
7101,332,12.395
332,7101,12.395
332,7102,11.251
7102,332,11.251
7102,3880,7.388
3880,7102,7.388
3880,9361,6.790
9361,3880,6.790
9361,7103,2.580
7103,9361,2.580
7103,1114,8.453
1114,7103,8.453
10172,3941,16.891
3941,10172,16.891
3941,10022,20.326
10022,3941,20.326
10022,10173,30.499
10173,10022,30.499
7827,12491,25.162
12491,7827,25.162
3170,3171,8.539
3171,3170,8.539
3170,6705,21.961
6705,3170,21.961
6705,10876,3.122
10876,6705,3.122
10876,10877,2.389
10877,10876,2.389
10877,2993,1.322
2993,10877,1.322
2993,10878,2.020
10878,2993,2.020
10878,3151,1.611
3151,10878,1.611
3151,10886,2.974
10886,3151,2.974
10886,4025,2.535
4025,10886,2.535
4025,673,10.411
673,4025,10.411
1702,10865,1.463
10865,1702,1.463
10865,5197,3.185
5197,10865,3.185
5197,3712,2.975
3712,5197,2.975
3712,3175,1.534
3175,3712,1.534
3175,10866,2.418
10866,3175,2.418
10866,3170,5.040
3170,10866,5.040
673,4899,12.059
4899,673,12.059
4899,4898,2.744
4898,4899,2.744
4898,6703,7.563
6703,4898,7.563
6703,4897,5.352
4897,6703,5.352
4897,4896,4.299
4896,4897,4.299
4896,4895,4.085
4895,4896,4.085
4895,1702,6.662
1702,4895,6.662
1063,3265,2.163
3265,1063,2.163
3265,4722,7.757
4722,3265,7.757
4722,4723,6.802
4723,4722,6.802
4723,4721,9.362
4721,4723,9.362
4721,4725,19.990
4725,4721,19.990
4725,4724,15.186
4724,4725,15.186
4724,4726,7.626
4726,4724,7.626
4726,4733,2.160
4733,4726,2.160
9588,4738,8.895
4738,9588,8.895
4738,9590,3.048
9590,4738,3.048
9590,9684,7.176
9684,9590,7.176
9684,4739,7.801
4739,9684,7.801
9589,4740,8.545
4740,9589,8.545
4740,9591,3.131
9591,4740,3.131
9591,9685,7.479
9685,9591,7.479
9685,4741,7.526
4741,9685,7.526
2534,4748,4.296
4748,2534,4.296
4748,4747,45.739
4747,4748,45.739
4747,4757,8.547
4757,4747,8.547
4757,9125,6.642
9125,4757,6.642
4744,12873,36.127
12873,4744,36.127
4746,9667,7.314
9667,4746,7.314
9667,4750,45.047
4750,9667,45.047
4750,4751,5.689
4751,4750,5.689
4492,2037,7.169
2037,4492,7.169
2037,9299,5.969
9299,2037,5.969
9299,4224,5.747
4224,9299,5.747
359,1528,18.857
1528,359,18.857
1528,4767,118.975
4767,1528,118.975
654,357,12.115
357,654,12.115
357,6555,22.380
6555,357,22.380
6555,359,71.571
359,6555,71.571
4767,4766,12.846
4766,4767,12.846
4766,11316,11.517
11316,4766,11.517
11316,11317,18.739
11317,11316,18.739
11317,653,7.397
653,11317,7.397
653,4764,7.380
4764,653,7.380
4764,11967,4.683
11967,4764,4.683
11967,652,5.501
652,11967,5.501
1671,4769,9.996
4769,1671,9.996
4769,10707,2.715
10707,4769,2.715
10707,10706,2.972
10706,10707,2.972
10706,10708,2.508
10708,10706,2.508
10708,10709,2.721
10709,10708,2.721
10709,1808,3.237
1808,10709,3.237
4770,4771,6.930
4771,4770,6.930
4771,4773,2.288
4773,4771,2.288
4773,4772,3.976
4772,4773,3.976
4774,3709,6.803
3709,4774,6.803
3709,4777,3.910
4777,3709,3.910
4777,4776,4.293
4776,4777,4.293
4776,4775,3.977
4775,4776,3.977
489,11892,8.047
11892,489,8.047
11892,10344,1.460
10344,11892,1.460
10344,8814,3.714
8814,10344,3.714
8814,1480,81.080
1480,8814,81.080
3569,9550,1.740
9550,3569,1.740
9550,10553,19.961
10553,9550,19.961
10553,12778,20.590
12778,10553,20.590
3570,8490,6.137
8490,3570,6.137
8490,5867,10.418
5867,8490,10.418
5867,5633,33.533
5633,5867,33.533
5633,5866,20.866
5866,5633,20.866
5866,5865,35.679
5865,5866,35.679
5865,8581,28.739
8581,5865,28.739
8581,8577,2.992
8577,8581,2.992
8577,3591,4.376
3591,8577,4.376
3591,8570,29.132
8570,3591,29.132
8570,8566,3.263
8566,8570,3.263
8566,8552,9.678
8552,8566,9.678
11596,7382,1.458
7382,11596,1.458
7382,7383,1.924
7383,7382,1.924
7383,1831,1.926
1831,7383,1.926
1831,7384,1.924
7384,1831,1.924
7384,7385,1.932
7385,7384,1.932
7385,7387,1.923
7387,7385,1.923
7387,1277,1.924
1277,7387,1.924
1277,7389,1.917
7389,1277,1.917
7389,7392,1.925
7392,7389,1.925
7392,1832,1.928
1832,7392,1.928
1832,7394,1.928
7394,1832,1.928
7394,59,2.477
59,7394,2.477
9337,5800,35.813
5800,9337,35.813
5800,1134,4.759
1134,5800,4.759
4819,4291,5.246
4291,4819,5.246
3592,11619,59.121
11619,3592,59.121
11619,11618,6.723
11618,11619,6.723
11618,4999,4.636
4999,11618,4.636
4999,10687,3.150
10687,4999,3.150
10687,843,6.269
843,10687,6.269
1543,6695,9.234
6695,1543,9.234
6695,2213,1.796
2213,6695,1.796
4833,12056,3.817
12056,4833,3.817
12056,12688,1.961
12688,12056,1.961
12688,12055,1.232
12055,12688,1.232
12055,12054,8.348
12054,12055,8.348
12054,4836,9.768
4836,12054,9.768
4840,7429,16.938
7429,4840,16.938
7429,7428,37.165
7428,7429,37.165
7428,7427,22.043
7427,7428,22.043
7427,4838,9.329
4838,7427,9.329
4835,12044,4.446
12044,4835,4.446
12044,12048,1.942
12048,12044,1.942
12048,4834,6.165
4834,12048,6.165
4843,13061,3.358
13061,4843,3.358
13061,9840,2.956
9840,13061,2.956
9840,13094,1.735
13094,9840,1.735
13094,13093,1.769
13093,13094,1.769
13093,13049,1.790
13049,13093,1.790
13049,9657,9.153
9657,13049,9.153
9657,9625,60.922
9625,9657,60.922
9625,723,47.642
723,9625,47.642
723,920,70.153
920,723,70.153
332,9362,6.573
9362,332,6.573
9362,1113,57.544
1113,9362,57.544
487,724,34.055
724,487,34.055
1017,12989,161.667
12989,1017,161.667
12989,4849,49.990
4849,12989,49.990
3571,4849,87.048
4849,3571,87.048
8551,8583,15.312
8583,8551,15.312
8583,6727,6.288
6727,8583,6.288
6727,197,16.918
197,6727,16.918
2323,2322,9.269
2322,2323,9.269
9370,5035,11.092
5035,9370,11.092
5035,5696,18.355
5696,5035,18.355
523,9805,7.489
9805,523,7.489
9805,12544,54.095
12544,9805,54.095
2855,10906,5.399
10906,2855,5.399
10906,10905,2.845
10905,10906,2.845
10905,4872,2.481
4872,10905,2.481
4872,10902,1.794
10902,4872,1.794
10902,4870,2.548
4870,10902,2.548
4870,4869,2.622
4869,4870,2.622
4869,4866,1.999
4866,4869,1.999
4866,10903,1.722
10903,4866,1.722
10903,4865,1.536
4865,10903,1.536
4865,10904,2.170
10904,4865,2.170
10904,5068,1.504
5068,10904,1.504
5068,2281,4.152
2281,5068,4.152
2281,12449,9.746
12449,2281,9.746
12449,12450,8.530
12450,12449,8.530
12450,2280,35.539
2280,12450,35.539
2280,622,21.497
622,2280,21.497
4097,1569,5.518
1569,4097,5.518
4842,463,15.757
463,4842,15.757
4907,4906,40.392
4906,4907,40.392
4908,4909,46.239
4909,4908,46.239
4909,4910,7.875
4910,4909,7.875
4914,4913,4.654
4913,4914,4.654
4917,4929,8.295
4929,4917,8.295
4929,4930,4.393
4930,4929,4.393
4930,4933,4.224
4933,4930,4.224
4933,4932,8.437
4932,4933,8.437
4932,4925,15.844
4925,4932,15.844
995,3282,2.541
3282,995,2.541
3282,4918,8.127
4918,3282,8.127
4918,4931,15.969
4931,4918,15.969
4931,4926,21.028
4926,4931,21.028
4924,4928,19.152
4928,4924,19.152
440,5904,26.579
5904,440,26.579
5904,10314,4.013
10314,5904,4.013
10314,12126,1.513
12126,10314,1.513
1669,7405,80.122
7405,1669,80.122
7405,736,23.114
736,7405,23.114
1706,2282,13.899
2282,1706,13.899
2282,9972,58.353
9972,2282,58.353
9972,9969,4.982
9969,9972,4.982
9969,1707,8.265
1707,9969,8.265
434,11347,5.654
11347,434,5.654
11347,8461,71.219
8461,11347,71.219
8461,435,77.175
435,8461,77.175
435,436,89.030
436,435,89.030
4945,5034,6.556
5034,4945,6.556
5034,4944,36.812
4944,5034,36.812
4942,9147,1.697
9147,4942,1.697
9147,9688,5.943
